embeddings	embedding_dimention	activation_function	epochs	pca	accuracy	precision	recall	f1_score
glove	30	exponential	200	pca	0.791096	0.877063	0.830469	0.853130
glove	30	exponential	200	nopca	0.815639	0.876475	0.870313	0.873383
glove	30	exponential	300	pca	0.791096	0.844646	0.875000	0.859555
glove	30	exponential	300	nopca	0.799658	0.874295	0.847656	0.860770
glove	30	exponential	400	pca	0.813356	0.857464	0.892969	0.874856
glove	30	exponential	400	nopca	0.809361	0.858877	0.884375	0.871440
glove	30	exponential	500	pca	0.802511	0.868878	0.859375	0.864101
glove	30	exponential	500	nopca	0.809932	0.845368	0.905469	0.874387
glove	50	tanh	50	pca	0.791096	0.862698	0.849219	0.855906
glove	50	tanh	50	nopca	0.678653	0.869207	0.659375	0.749889
glove	50	tanh	100	pca	0.792808	0.864757	0.849219	0.856918
glove	50	tanh	100	nopca	0.797945	0.895726	0.818750	0.855510
glove	50	tanh	200	pca	0.777397	0.848746	0.846094	0.847418
glove	50	tanh	200	nopca	0.816210	0.851689	0.906250	0.878123
glove	50	tanh	300	pca	0.799087	0.876623	0.843750	0.859873
glove	50	tanh	300	nopca	0.812215	0.872941	0.869531	0.871233
glove	50	tanh	400	pca	0.805936	0.874204	0.857812	0.865931
glove	50	tanh	400	nopca	0.813927	0.858647	0.892188	0.875096
glove	50	tanh	500	pca	0.811073	0.865844	0.877344	0.871556
glove	50	tanh	500	nopca	0.799087	0.844725	0.888281	0.865956
glove	50	relu	50	pca	0.791667	0.852737	0.864062	0.858362
glove	50	relu	50	nopca	0.803082	0.873105	0.854688	0.863798
glove	50	relu	100	pca	0.807648	0.855849	0.885938	0.870633
glove	50	relu	100	nopca	0.787671	0.874587	0.828125	0.850722
glove	50	relu	200	pca	0.801941	0.836823	0.905469	0.869794
glove	50	relu	200	nopca	0.815068	0.853028	0.902344	0.876993
glove	50	relu	300	pca	0.812215	0.871194	0.871875	0.871535
glove	50	relu	300	nopca	0.805936	0.865474	0.869531	0.867498
glove	50	relu	400	pca	0.797945	0.860031	0.864062	0.862042
glove	50	relu	400	nopca	0.804224	0.861218	0.872656	0.866899
glove	50	relu	500	pca	0.755137	0.842869	0.817187	0.829829
glove	50	relu	500	nopca	0.783105	0.880711	0.813281	0.845654
glove	50	sigmoid	50	pca	0.764269	0.877942	0.786719	0.829831
glove	50	sigmoid	50	nopca	0.803653	0.860000	0.873437	0.866667
glove	50	sigmoid	100	pca	0.804795	0.843338	0.900000	0.870748
glove	50	sigmoid	100	nopca	0.804224	0.858454	0.876563	0.867414
glove	50	sigmoid	200	pca	0.796804	0.853752	0.871094	0.862336
glove	50	sigmoid	200	nopca	0.805365	0.859770	0.876563	0.868085
glove	50	sigmoid	300	pca	0.795662	0.849242	0.875781	0.862308
glove	50	sigmoid	300	nopca	0.793379	0.878089	0.832812	0.854852
glove	50	sigmoid	400	pca	0.807648	0.891937	0.838281	0.864277
glove	50	sigmoid	400	nopca	0.816781	0.864085	0.889062	0.876396
glove	50	sigmoid	500	pca	0.779680	0.867599	0.824219	0.845353
glove	50	sigmoid	500	nopca	0.810502	0.857466	0.888281	0.872602
glove	50	exponential	50	pca	0.794521	0.863349	0.853906	0.858602
glove	50	exponential	50	nopca	0.801941	0.839273	0.901563	0.869303
glove	50	exponential	100	pca	0.806507	0.884082	0.846094	0.864671
glove	50	exponential	100	nopca	0.797374	0.866192	0.854688	0.860401
glove	50	exponential	200	pca	0.795662	0.848714	0.876563	0.862414
glove	50	exponential	200	nopca	0.812215	0.861048	0.885938	0.873315
glove	50	exponential	300	pca	0.789384	0.853924	0.858594	0.856252
glove	50	exponential	300	nopca	0.771689	0.862438	0.817969	0.839615
glove	50	exponential	400	pca	0.785959	0.855460	0.850781	0.853114
glove	50	exponential	400	nopca	0.810502	0.860182	0.884375	0.872111
glove	50	exponential	500	pca	0.801370	0.857362	0.873437	0.865325
glove	50	exponential	500	nopca	0.817352	0.856083	0.901563	0.878234
glove	100	tanh	50	pca	0.781393	0.845798	0.857031	0.851378
glove	100	tanh	50	nopca	0.800799	0.860015	0.868750	0.864361
glove	100	tanh	100	pca	0.803082	0.865520	0.864844	0.865182
glove	100	tanh	100	nopca	0.813356	0.854275	0.897656	0.875429
glove	100	tanh	200	pca	0.795662	0.869391	0.847656	0.858386
glove	100	tanh	200	nopca	0.805936	0.860429	0.876563	0.868421
glove	100	tanh	300	pca	0.811644	0.842219	0.913281	0.876312
glove	100	tanh	300	nopca	0.798516	0.868735	0.853125	0.860859
glove	100	tanh	400	pca	0.789954	0.871336	0.835938	0.853270
glove	100	tanh	400	nopca	0.824201	0.865414	0.899219	0.881992
glove	100	tanh	500	pca	0.796233	0.870683	0.846875	0.858614
glove	100	tanh	500	nopca	0.821918	0.871736	0.886719	0.879163
glove	100	relu	50	pca	0.805365	0.863109	0.871875	0.867470
glove	100	relu	50	nopca	0.812785	0.883253	0.857031	0.869944
glove	100	relu	100	pca	0.793379	0.875000	0.836719	0.855431
glove	100	relu	100	nopca	0.809361	0.850890	0.896094	0.872907
glove	100	relu	200	pca	0.776826	0.805079	0.916406	0.857143
glove	100	relu	200	nopca	0.810502	0.858006	0.887500	0.872504
glove	100	relu	300	pca	0.800228	0.862715	0.864062	0.863388
glove	100	relu	300	nopca	0.807648	0.873317	0.861719	0.867479
glove	100	relu	400	pca	0.789384	0.872445	0.833594	0.852577
glove	100	relu	400	nopca	0.791667	0.888041	0.817969	0.851566
glove	100	relu	500	pca	0.791667	0.875924	0.832812	0.853825
glove	100	relu	500	nopca	0.791667	0.892704	0.812500	0.850716
glove	100	sigmoid	50	pca	0.788242	0.865648	0.840625	0.852953
glove	100	sigmoid	50	nopca	0.809932	0.847906	0.901563	0.873911
glove	100	sigmoid	100	pca	0.803082	0.864949	0.865625	0.865287
glove	100	sigmoid	100	nopca	0.811073	0.866409	0.876563	0.871456
glove	100	sigmoid	200	pca	0.811644	0.871674	0.870313	0.870993
glove	100	sigmoid	200	nopca	0.821347	0.872783	0.884375	0.878541
glove	100	sigmoid	300	pca	0.782534	0.889853	0.801562	0.843403
glove	100	sigmoid	300	nopca	0.818493	0.849564	0.913281	0.880271
glove	100	sigmoid	400	pca	0.791667	0.857143	0.857812	0.857478
glove	100	sigmoid	400	nopca	0.803653	0.872611	0.856250	0.864353
glove	100	sigmoid	500	pca	0.800228	0.870223	0.853906	0.861987
glove	100	sigmoid	500	nopca	0.811073	0.867545	0.875000	0.871256
glove	100	exponential	50	pca	0.771689	0.857143	0.825000	0.840764
glove	100	exponential	50	nopca	0.807078	0.852018	0.890625	0.870894
glove	100	exponential	100	pca	0.765411	0.788704	0.927344	0.852424
glove	100	exponential	100	nopca	0.803653	0.889351	0.835156	0.861402
glove	100	exponential	200	pca	0.810502	0.862385	0.881250	0.871716
glove	100	exponential	200	nopca	0.802511	0.863142	0.867188	0.865160
glove	100	exponential	300	pca	0.801941	0.871122	0.855469	0.863224
glove	100	exponential	300	nopca	0.797945	0.875812	0.842969	0.859076
glove	100	exponential	400	pca	0.802511	0.835489	0.908594	0.870509
glove	100	exponential	400	nopca	0.803653	0.855623	0.879687	0.867488
glove	100	exponential	500	pca	0.809932	0.868482	0.871875	0.870175
glove	100	exponential	500	nopca	0.809361	0.864969	0.875781	0.870342
glove	200	tanh	50	pca	0.805936	0.874801	0.857031	0.865825
glove	200	tanh	50	nopca	0.815068	0.877567	0.867969	0.872742
glove	200	tanh	100	pca	0.807648	0.864656	0.873437	0.869024
glove	200	tanh	100	nopca	0.813927	0.864679	0.883594	0.874034
glove	200	tanh	200	pca	0.801941	0.863601	0.865625	0.864612
glove	200	tanh	200	nopca	0.815639	0.875294	0.871875	0.873581
glove	200	tanh	300	pca	0.793950	0.858704	0.859375	0.859039
glove	200	tanh	300	nopca	0.788242	0.888130	0.812500	0.848633
glove	200	tanh	400	pca	0.811644	0.865385	0.878906	0.872093
glove	200	tanh	400	nopca	0.797374	0.882548	0.833594	0.857372
glove	200	tanh	500	pca	0.800799	0.851321	0.881250	0.866027
glove	200	tanh	500	nopca	0.813927	0.868056	0.878906	0.873447
glove	200	relu	50	pca	0.811644	0.856607	0.891406	0.873660
glove	200	relu	50	nopca	0.796233	0.877969	0.837500	0.857257
glove	200	relu	100	pca	0.784817	0.862651	0.839063	0.850693
glove	200	relu	100	nopca	0.813927	0.877373	0.866406	0.871855
glove	200	relu	200	pca	0.795091	0.872874	0.842187	0.857256
glove	200	relu	200	nopca	0.804795	0.846381	0.895312	0.870159
glove	200	relu	300	pca	0.817352	0.873832	0.876563	0.875195
glove	200	relu	300	nopca	0.820205	0.855040	0.907813	0.880637
glove	200	relu	400	pca	0.771119	0.866555	0.811719	0.838241
glove	200	relu	400	nopca	0.808219	0.855958	0.886719	0.871067
glove	200	relu	500	pca	0.797945	0.855061	0.871094	0.863003
glove	200	relu	500	nopca	0.812785	0.861702	0.885938	0.873652
glove	200	sigmoid	50	pca	0.803653	0.869085	0.860938	0.864992
glove	200	sigmoid	50	nopca	0.816781	0.879051	0.868750	0.873870
glove	200	sigmoid	100	pca	0.812785	0.870140	0.874219	0.872175
glove	200	sigmoid	100	nopca	0.814498	0.856078	0.896875	0.876002
glove	200	sigmoid	200	pca	0.793950	0.844711	0.879687	0.861845
glove	200	sigmoid	200	nopca	0.813927	0.845652	0.911719	0.877444
glove	200	sigmoid	300	pca	0.816781	0.861887	0.892188	0.876775
glove	200	sigmoid	300	nopca	0.812785	0.871295	0.872656	0.871975
glove	200	sigmoid	400	pca	0.759703	0.816974	0.864844	0.840228
glove	200	sigmoid	400	nopca	0.791096	0.862124	0.850000	0.856019
glove	200	sigmoid	500	pca	0.808219	0.867601	0.870313	0.868955
glove	200	sigmoid	500	nopca	0.816210	0.869029	0.881250	0.875097
glove	200	exponential	50	pca	0.812785	0.855755	0.894531	0.874714
glove	200	exponential	50	nopca	0.798516	0.862960	0.860938	0.861948
glove	200	exponential	100	pca	0.777397	0.855431	0.836719	0.845972
glove	200	exponential	100	nopca	0.793950	0.864972	0.850781	0.857818
glove	200	exponential	200	pca	0.792237	0.855590	0.860938	0.858255
glove	200	exponential	200	nopca	0.807078	0.877404	0.855469	0.866297
glove	200	exponential	300	pca	0.797374	0.851177	0.875781	0.863304
glove	200	exponential	300	nopca	0.806507	0.862202	0.875000	0.868554
glove	200	exponential	400	pca	0.750571	0.845775	0.805469	0.825130
glove	200	exponential	400	nopca	0.815639	0.857356	0.896875	0.876670
glove	200	exponential	500	pca	0.809932	0.860625	0.882812	0.871577
glove	200	exponential	500	nopca	0.803653	0.853474	0.882812	0.867896
glove	300	tanh	50	pca	0.793950	0.872668	0.840625	0.856347
glove	300	tanh	50	nopca	0.818493	0.864394	0.891406	0.877692
glove	300	tanh	100	pca	0.797374	0.860483	0.862500	0.861490
glove	300	tanh	100	nopca	0.809932	0.835103	0.921875	0.876346
glove	300	tanh	200	pca	0.792237	0.877265	0.832031	0.854050
glove	300	tanh	200	nopca	0.811073	0.866976	0.875781	0.871356
glove	300	tanh	300	pca	0.801941	0.871122	0.855469	0.863224
glove	300	tanh	300	nopca	0.804224	0.843727	0.898438	0.870223
glove	300	tanh	400	pca	0.785959	0.868786	0.832812	0.850419
glove	300	tanh	400	nopca	0.809932	0.880933	0.855469	0.868014
glove	300	tanh	500	pca	0.799087	0.866509	0.857031	0.861744
glove	300	tanh	500	nopca	0.815639	0.856292	0.898438	0.876859
glove	300	relu	50	pca	0.790525	0.875720	0.831250	0.852906
glove	300	relu	50	nopca	0.801370	0.875806	0.848437	0.861905
glove	300	relu	100	pca	0.792237	0.881667	0.826562	0.853226
glove	300	relu	100	nopca	0.795091	0.847547	0.877344	0.862188
glove	300	relu	200	pca	0.808219	0.872240	0.864062	0.868132
glove	300	relu	200	nopca	0.809932	0.872541	0.866406	0.869463
glove	300	relu	300	pca	0.803082	0.871326	0.857031	0.864120
glove	300	relu	300	nopca	0.817922	0.873930	0.877344	0.875634
glove	300	relu	400	pca	0.757991	0.849103	0.813281	0.830806
glove	300	relu	400	nopca	0.804224	0.868607	0.862500	0.865543
glove	300	relu	500	pca	0.819635	0.874224	0.879687	0.876947
glove	300	relu	500	nopca	0.824201	0.870427	0.892188	0.881173
glove	300	sigmoid	50	pca	0.796804	0.866667	0.853125	0.859843
glove	300	sigmoid	50	nopca	0.818493	0.859492	0.898438	0.878533
glove	300	sigmoid	100	pca	0.816781	0.862983	0.890625	0.876586
glove	300	sigmoid	100	nopca	0.820776	0.873839	0.882031	0.877916
glove	300	sigmoid	200	pca	0.784247	0.849612	0.856250	0.852918
glove	300	sigmoid	200	nopca	0.821347	0.863807	0.896875	0.880031
glove	300	sigmoid	300	pca	0.808790	0.850259	0.896094	0.872575
glove	300	sigmoid	300	nopca	0.823059	0.867982	0.893750	0.880677
glove	300	sigmoid	400	pca	0.793379	0.860283	0.856250	0.858262
glove	300	sigmoid	400	nopca	0.792237	0.873573	0.836719	0.854749
glove	300	sigmoid	500	pca	0.805365	0.856492	0.881250	0.868695
glove	300	sigmoid	500	nopca	0.796233	0.866561	0.852344	0.859393
glove	300	exponential	50	pca	0.793379	0.851455	0.868750	0.860015
glove	300	exponential	50	nopca	0.823059	0.878906	0.878906	0.878906
glove	300	exponential	100	pca	0.747717	0.834131	0.817187	0.825572
glove	300	exponential	100	nopca	0.820776	0.877934	0.876563	0.877248
glove	300	exponential	200	pca	0.801941	0.854214	0.878906	0.866384
glove	300	exponential	200	nopca	0.812215	0.878282	0.862500	0.870319
glove	300	exponential	300	pca	0.800799	0.856159	0.874219	0.865095
glove	300	exponential	300	nopca	0.823059	0.879499	0.878125	0.878812
glove	300	exponential	400	pca	0.782534	0.878686	0.814844	0.845561
glove	300	exponential	400	nopca	0.809932	0.851001	0.896875	0.873336
glove	300	exponential	500	pca	0.815639	0.862775	0.889062	0.875721
glove	300	exponential	500	nopca	0.814498	0.849817	0.906250	0.877127
numberbatch	10	tanh	50	pca	0.752283	0.819486	0.847656	0.833333
numberbatch	10	tanh	50	nopca	0.763128	0.834493	0.842969	0.838710
numberbatch	10	tanh	100	pca	0.740297	0.785863	0.885938	0.832905
numberbatch	10	tanh	100	nopca	0.765982	0.822222	0.867188	0.844106
numberbatch	10	tanh	200	pca	0.746575	0.839286	0.807813	0.823248
numberbatch	10	tanh	200	nopca	0.756279	0.835035	0.830469	0.832746
numberbatch	10	tanh	300	pca	0.767123	0.823923	0.866406	0.844631
numberbatch	10	tanh	300	nopca	0.752854	0.846280	0.808594	0.827008
numberbatch	10	tanh	400	pca	0.744863	0.813394	0.844531	0.828670
numberbatch	10	tanh	400	nopca	0.756279	0.820436	0.853125	0.836461
numberbatch	10	tanh	500	pca	0.735160	0.838870	0.789062	0.813205
numberbatch	10	tanh	500	nopca	0.765411	0.824012	0.863281	0.843190
numberbatch	10	relu	50	pca	0.759703	0.824151	0.853125	0.838388
numberbatch	10	relu	50	nopca	0.758562	0.794907	0.902344	0.845225
numberbatch	10	relu	100	pca	0.728311	0.849565	0.763281	0.804115
numberbatch	10	relu	100	nopca	0.753995	0.827294	0.838281	0.832751
numberbatch	10	relu	200	pca	0.770548	0.827124	0.867188	0.846682
numberbatch	10	relu	200	nopca	0.748858	0.816265	0.846875	0.831288
numberbatch	10	relu	300	pca	0.750571	0.844644	0.807031	0.825410
numberbatch	10	relu	300	nopca	0.765982	0.822700	0.866406	0.843988
numberbatch	10	relu	400	pca	0.773973	0.837920	0.856250	0.846986
numberbatch	10	relu	400	nopca	0.770548	0.821848	0.875781	0.847958
numberbatch	10	relu	500	pca	0.768836	0.821928	0.872656	0.846533
numberbatch	10	relu	500	nopca	0.765411	0.831933	0.850781	0.841251
numberbatch	10	sigmoid	50	pca	0.764840	0.816788	0.874219	0.844528
numberbatch	10	sigmoid	50	nopca	0.743721	0.840295	0.801562	0.820472
numberbatch	10	sigmoid	100	pca	0.755137	0.824067	0.845313	0.834555
numberbatch	10	sigmoid	100	nopca	0.760845	0.808160	0.882031	0.843482
numberbatch	10	sigmoid	200	pca	0.770548	0.825668	0.869531	0.847032
numberbatch	10	sigmoid	200	nopca	0.731164	0.841350	0.778906	0.808925
numberbatch	10	sigmoid	300	pca	0.756849	0.824962	0.846875	0.835775
numberbatch	10	sigmoid	300	nopca	0.769406	0.834351	0.853906	0.844015
numberbatch	10	sigmoid	400	pca	0.739155	0.773422	0.909375	0.835907
numberbatch	10	sigmoid	400	nopca	0.771119	0.844166	0.842187	0.843176
numberbatch	10	sigmoid	500	pca	0.777397	0.844427	0.852344	0.848367
numberbatch	10	sigmoid	500	nopca	0.755708	0.814159	0.862500	0.837633
numberbatch	10	exponential	50	pca	0.768836	0.829195	0.860938	0.844768
numberbatch	10	exponential	50	nopca	0.771119	0.823876	0.873437	0.847933
numberbatch	10	exponential	100	pca	0.752283	0.790522	0.899219	0.841374
numberbatch	10	exponential	100	nopca	0.778539	0.832836	0.871875	0.851908
numberbatch	10	exponential	200	pca	0.746005	0.798427	0.872656	0.833893
numberbatch	10	exponential	200	nopca	0.759132	0.776418	0.941406	0.850989
numberbatch	10	exponential	300	pca	0.752854	0.813472	0.858594	0.835424
numberbatch	10	exponential	300	nopca	0.779680	0.825328	0.885938	0.854559
numberbatch	10	exponential	400	pca	0.769406	0.804590	0.903906	0.851361
numberbatch	10	exponential	400	nopca	0.752283	0.763387	0.957812	0.849619
numberbatch	10	exponential	500	pca	0.771689	0.808555	0.900781	0.852180
numberbatch	10	exponential	500	nopca	0.744863	0.834002	0.812500	0.823110
numberbatch	30	tanh	50	pca	0.762557	0.808571	0.884375	0.844776
numberbatch	30	tanh	50	nopca	0.768836	0.830688	0.858594	0.844410
numberbatch	30	tanh	100	pca	0.758562	0.818587	0.860156	0.838857
numberbatch	30	tanh	100	nopca	0.765982	0.841444	0.837500	0.839468
numberbatch	30	tanh	200	pca	0.696347	0.798246	0.782031	0.790055
numberbatch	30	tanh	200	nopca	0.766553	0.812635	0.884375	0.846988
numberbatch	30	tanh	300	pca	0.748858	0.834928	0.817969	0.826361
numberbatch	30	tanh	300	nopca	0.763128	0.798482	0.903906	0.847930
numberbatch	30	tanh	400	pca	0.759132	0.837795	0.831250	0.834510
numberbatch	30	tanh	400	nopca	0.747146	0.856170	0.785937	0.819552
numberbatch	30	tanh	500	pca	0.750571	0.840194	0.813281	0.826518
numberbatch	30	tanh	500	nopca	0.765411	0.829916	0.853906	0.841740
numberbatch	30	relu	50	pca	0.756849	0.808973	0.873437	0.839970
numberbatch	30	relu	50	nopca	0.754566	0.826421	0.840625	0.833462
numberbatch	30	relu	100	pca	0.758562	0.836078	0.832812	0.834442
numberbatch	30	relu	100	nopca	0.756279	0.826820	0.842969	0.834816
numberbatch	30	relu	200	pca	0.759703	0.834241	0.837500	0.835867
numberbatch	30	relu	200	nopca	0.753995	0.836105	0.825000	0.830515
numberbatch	30	relu	300	pca	0.752283	0.817091	0.851562	0.833971
numberbatch	30	relu	300	nopca	0.763699	0.842022	0.832812	0.837392
numberbatch	30	relu	400	pca	0.760274	0.804533	0.887500	0.843982
numberbatch	30	relu	400	nopca	0.767123	0.819648	0.873437	0.845688
numberbatch	30	relu	500	pca	0.742580	0.816654	0.835156	0.825801
numberbatch	30	relu	500	nopca	0.764269	0.827664	0.855469	0.841337
numberbatch	30	sigmoid	50	pca	0.752283	0.829953	0.831250	0.830601
numberbatch	30	sigmoid	50	nopca	0.746005	0.804522	0.861719	0.832139
numberbatch	30	sigmoid	100	pca	0.740868	0.795845	0.867969	0.830344
numberbatch	30	sigmoid	100	nopca	0.751142	0.770860	0.938281	0.846371
numberbatch	30	sigmoid	200	pca	0.754566	0.821970	0.847656	0.834615
numberbatch	30	sigmoid	200	nopca	0.761416	0.826021	0.853125	0.839354
numberbatch	30	sigmoid	300	pca	0.757991	0.816100	0.863281	0.839028
numberbatch	30	sigmoid	300	nopca	0.775114	0.816429	0.892969	0.852985
numberbatch	30	sigmoid	400	pca	0.748288	0.843009	0.805469	0.823811
numberbatch	30	sigmoid	400	nopca	0.774543	0.843823	0.848437	0.846124
numberbatch	30	sigmoid	500	pca	0.758562	0.841979	0.824219	0.833004
numberbatch	30	sigmoid	500	nopca	0.763699	0.833590	0.845313	0.839410
numberbatch	30	exponential	50	pca	0.772831	0.828614	0.868750	0.848207
numberbatch	30	exponential	50	nopca	0.746005	0.831612	0.817969	0.824734
numberbatch	30	exponential	100	pca	0.745434	0.799569	0.869531	0.833084
numberbatch	30	exponential	100	nopca	0.773402	0.815583	0.891406	0.851810
numberbatch	30	exponential	200	pca	0.755137	0.808557	0.871094	0.838661
numberbatch	30	exponential	200	nopca	0.769977	0.833968	0.855469	0.844582
numberbatch	30	exponential	300	pca	0.800228	0.843935	0.891406	0.867021
numberbatch	30	exponential	300	nopca	0.755137	0.838504	0.823438	0.830903
numberbatch	30	exponential	400	pca	0.711187	0.794970	0.814844	0.804784
numberbatch	30	exponential	400	nopca	0.763699	0.813314	0.878125	0.844478
numberbatch	30	exponential	500	pca	0.731735	0.796486	0.850000	0.822373
numberbatch	30	exponential	500	nopca	0.734589	0.787174	0.872656	0.827714
numberbatch	50	tanh	50	pca	0.748858	0.769231	0.937500	0.845070
numberbatch	50	tanh	50	nopca	0.759703	0.826616	0.849219	0.837765
numberbatch	50	tanh	100	pca	0.757991	0.812409	0.869531	0.840000
numberbatch	50	tanh	100	nopca	0.763128	0.814545	0.875000	0.843691
numberbatch	50	tanh	200	pca	0.743151	0.842975	0.796875	0.819277
numberbatch	50	tanh	200	nopca	0.769406	0.853226	0.826562	0.839683
numberbatch	50	tanh	300	pca	0.730594	0.791486	0.857031	0.822956
numberbatch	50	tanh	300	nopca	0.749429	0.806264	0.864844	0.834527
numberbatch	50	tanh	400	pca	0.750571	0.817156	0.848437	0.832503
numberbatch	50	tanh	400	nopca	0.741438	0.842018	0.795312	0.817999
numberbatch	50	tanh	500	pca	0.775114	0.837652	0.858594	0.847994
numberbatch	50	tanh	500	nopca	0.760274	0.858333	0.804688	0.830645
numberbatch	50	relu	50	pca	0.762557	0.823838	0.858594	0.840857
numberbatch	50	relu	50	nopca	0.763128	0.798482	0.903906	0.847930
numberbatch	50	relu	100	pca	0.754566	0.836234	0.825781	0.830975
numberbatch	50	relu	100	nopca	0.747146	0.764371	0.945312	0.845267
numberbatch	50	relu	200	pca	0.748288	0.831097	0.822656	0.826855
numberbatch	50	relu	200	nopca	0.750571	0.768985	0.941406	0.846505
numberbatch	50	relu	300	pca	0.760274	0.829755	0.845313	0.837461
numberbatch	50	relu	300	nopca	0.779110	0.827106	0.882031	0.853686
numberbatch	50	relu	400	pca	0.746005	0.849958	0.792188	0.820057
numberbatch	50	relu	400	nopca	0.750571	0.817156	0.848437	0.832503
numberbatch	50	relu	500	pca	0.763128	0.821084	0.864062	0.842025
numberbatch	50	relu	500	nopca	0.768265	0.822747	0.870313	0.845862
numberbatch	50	sigmoid	50	pca	0.749429	0.841038	0.810156	0.825308
numberbatch	50	sigmoid	50	nopca	0.745434	0.847500	0.794531	0.820161
numberbatch	50	sigmoid	100	pca	0.749429	0.812639	0.853906	0.832762
numberbatch	50	sigmoid	100	nopca	0.757420	0.825095	0.847656	0.836224
numberbatch	50	sigmoid	200	pca	0.759132	0.832558	0.839063	0.835798
numberbatch	50	sigmoid	200	nopca	0.744863	0.836702	0.808594	0.822408
numberbatch	50	sigmoid	300	pca	0.749429	0.820748	0.840625	0.830567
numberbatch	50	sigmoid	300	nopca	0.761986	0.827639	0.851562	0.839430
numberbatch	50	sigmoid	400	pca	0.749429	0.834527	0.819531	0.826961
numberbatch	50	sigmoid	400	nopca	0.736301	0.790483	0.869531	0.828125
numberbatch	50	sigmoid	500	pca	0.759703	0.847211	0.818750	0.832737
numberbatch	50	sigmoid	500	nopca	0.756279	0.813834	0.864062	0.838196
numberbatch	50	exponential	50	pca	0.743151	0.790210	0.882812	0.833948
numberbatch	50	exponential	50	nopca	0.772831	0.817723	0.886719	0.850825
numberbatch	50	exponential	100	pca	0.680365	0.809811	0.735156	0.770680
numberbatch	50	exponential	100	nopca	0.775114	0.827179	0.875000	0.850418
numberbatch	50	exponential	200	pca	0.753995	0.836638	0.824219	0.830382
numberbatch	50	exponential	200	nopca	0.779110	0.820531	0.892969	0.855219
numberbatch	50	exponential	300	pca	0.772831	0.836641	0.856250	0.846332
numberbatch	50	exponential	300	nopca	0.759703	0.822206	0.856250	0.838883
numberbatch	50	exponential	400	pca	0.752283	0.804317	0.873437	0.837453
numberbatch	50	exponential	400	nopca	0.760845	0.822956	0.857031	0.839648
numberbatch	50	exponential	500	pca	0.788813	0.819522	0.911719	0.863166
numberbatch	50	exponential	500	nopca	0.769406	0.848172	0.833594	0.840820
numberbatch	100	tanh	50	pca	0.755137	0.825555	0.842969	0.834171
numberbatch	100	tanh	50	nopca	0.760845	0.838178	0.833594	0.835879
numberbatch	100	tanh	100	pca	0.753425	0.780795	0.921094	0.845161
numberbatch	100	tanh	100	nopca	0.744292	0.828076	0.820312	0.824176
numberbatch	100	tanh	200	pca	0.757420	0.814570	0.864844	0.838954
numberbatch	100	tanh	200	nopca	0.762557	0.786853	0.925781	0.850682
numberbatch	100	tanh	300	pca	0.700913	0.787671	0.808594	0.797995
numberbatch	100	tanh	300	nopca	0.725457	0.781140	0.867188	0.821918
numberbatch	100	tanh	400	pca	0.749429	0.764965	0.948438	0.846878
numberbatch	100	tanh	400	nopca	0.773402	0.834723	0.860156	0.847249
numberbatch	100	tanh	500	pca	0.767123	0.826837	0.861719	0.843917
numberbatch	100	tanh	500	nopca	0.776826	0.831964	0.870313	0.850706
numberbatch	100	relu	50	pca	0.766553	0.829674	0.856250	0.842753
numberbatch	100	relu	50	nopca	0.729452	0.853509	0.760156	0.804132
numberbatch	100	relu	100	pca	0.783676	0.822477	0.897656	0.858424
numberbatch	100	relu	100	nopca	0.745434	0.855196	0.784375	0.818256
numberbatch	100	relu	200	pca	0.762557	0.815328	0.872656	0.843019
numberbatch	100	relu	200	nopca	0.766553	0.820929	0.870313	0.844900
numberbatch	100	relu	300	pca	0.755137	0.801132	0.884375	0.840698
numberbatch	100	relu	300	nopca	0.765411	0.836561	0.843750	0.840140
numberbatch	100	relu	400	pca	0.772260	0.822238	0.878125	0.849263
numberbatch	100	relu	400	nopca	0.757420	0.848411	0.813281	0.830475
numberbatch	100	relu	500	pca	0.749429	0.824710	0.834375	0.829515
numberbatch	100	relu	500	nopca	0.730023	0.821002	0.806250	0.813559
numberbatch	100	sigmoid	50	pca	0.745434	0.824766	0.827344	0.826053
numberbatch	100	sigmoid	50	nopca	0.773973	0.823099	0.879687	0.850453
numberbatch	100	sigmoid	100	pca	0.762557	0.841772	0.831250	0.836478
numberbatch	100	sigmoid	100	nopca	0.784817	0.833703	0.881250	0.856817
numberbatch	100	sigmoid	200	pca	0.759132	0.841017	0.826562	0.833727
numberbatch	100	sigmoid	200	nopca	0.763128	0.797660	0.905469	0.848152
numberbatch	100	sigmoid	300	pca	0.756849	0.825954	0.845313	0.835521
numberbatch	100	sigmoid	300	nopca	0.756849	0.835165	0.831250	0.833203
numberbatch	100	sigmoid	400	pca	0.744292	0.828076	0.820312	0.824176
numberbatch	100	sigmoid	400	nopca	0.751712	0.778510	0.922656	0.844476
numberbatch	100	sigmoid	500	pca	0.769977	0.806858	0.900781	0.851237
numberbatch	100	sigmoid	500	nopca	0.784247	0.851794	0.853125	0.852459
numberbatch	100	exponential	50	pca	0.747146	0.794097	0.882812	0.836108
numberbatch	100	exponential	50	nopca	0.754566	0.840545	0.819531	0.829905
numberbatch	100	exponential	100	pca	0.773402	0.815583	0.891406	0.851810
numberbatch	100	exponential	100	nopca	0.756849	0.850575	0.809375	0.829464
numberbatch	100	exponential	200	pca	0.739155	0.789993	0.875781	0.830678
